	performance	mean	median	min	max	ontologyGroup	group	sortingMethod	features	rna_type
2	f1_mean	0.5407833280046	0.5237585754724282	0.33841682741084506	0.8519832534301409	all	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
3	f1_std	0.08081657510489886	0.07409523477152079	0.042376443806343936	0.21807587362971728	all	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
4	precision_mean	0.5719258487973387	0.5531911169993264	0.3968583139311979	0.9189141422858468	all	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
5	precision_std	0.0938726331978887	0.08882665492074322	0.05423689072827082	0.1912383439468327	all	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
6	recall_mean	0.552402438275007	0.5417525671606079	0.35823000677794764	0.8825803650109113	all	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
7	recall_std	0.14356837275980208	0.135573833585684	0.062073302666881165	0.37869049377630426	all	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
8	accuracy_mean	0.6888170731707317	0.6884999999999999	0.4593333333333334	0.8523333333333335	lymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
9	accuracy_std	0.04882899189672129	0.0502048581093282	0.036996621467371836	0.059985877967697984	lymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
10	f1_mean	0.6682147627161934	0.6687099078066331	0.3535871565253539	0.8519832534301409	lymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
11	f1_std	0.06336877983718398	0.05991845597995993	0.042376443806343936	0.15172195471964892	lymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
12	precision_mean	0.7044021097592437	0.7218901976338853	0.4731706461561196	0.9189141422858468	lymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
13	precision_std	0.08576105612138649	0.08343890183204307	0.05423689072827082	0.1825712679465168	lymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
14	recall_mean	0.6608444294003882	0.6518502667715805	0.3749625813557151	0.8825803650109113	lymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
15	recall_std	0.10214367420848335	0.09241360853378944	0.062073302666881165	0.3165765671672944	lymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
16	accuracy_mean	0.5412483660130718	0.5322499999999999	0.4290000000000001	0.7679999999999998	nonLymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
17	accuracy_std	0.053757474701474434	0.053149422480573756	0.0380274024005497	0.07626051840019622	nonLymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
18	f1_mean	0.5237091815236349	0.5171596120580837	0.33841682741084506	0.7399932331392124	nonLymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
19	f1_std	0.0831543515950175	0.0747973745539852	0.050563453702455886	0.21807587362971728	nonLymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
20	precision_mean	0.554175761544273	0.5426102949551768	0.3968583139311979	0.8274481281634688	nonLymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
21	precision_std	0.09495947849245275	0.08951041501574701	0.06146840116500549	0.1912383439468327	nonLymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
22	recall_mean	0.5378726290065736	0.530382644438621	0.35823000677794764	0.7648221061295375	nonLymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
23	recall_std	0.1491187408663513	0.13928614483300833	0.07095928122542887	0.37869049377630426	nonLymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
24	accuracy_mean	0.1475687071576599	0.15625	0.030333333333333323	0.0843333333333337	Delta	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
25	accuracy_std	-0.004928482804753144	-0.002944564371245559	-0.0010307809331778633	-0.01627464043249824	Delta	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
26	f1_mean	0.14450558119255852	0.1515502957485494	0.01517032911450883	0.11199002029092853	Delta	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
27	f1_std	-0.01978557175783352	-0.014878918574025277	-0.00818700989611195	-0.06635391891006837	Delta	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
28	precision_mean	0.15022634821497072	0.17927990267870852	0.07631233222492168	0.09146601412237798	Delta	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
29	precision_std	-0.009198422371066259	-0.0060715131837039416	-0.007231510436734666	-0.00866707600031591	Delta	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
30	recall_mean	0.12297180039381461	0.12146762233295949	0.016732574577767445	0.11775825888137381	Delta	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
31	recall_std	-0.04697506665786795	-0.04687253629921889	-0.008885978558547704	-0.062113926609009884	Delta	PFu	mann_whitney_pval	Ulzm-var-peak	lincrna
0	accuracy_mean	0.5747896253602306	0.5760000000000001	0.491	0.7098333333333335	all	bNF	fold	Ulzm-peaks	lincrna
1	accuracy_std	0.05365931979025501	0.053649065436615226	0.04337786173716828	0.07309411741036348	all	bNF	fold	Ulzm-peaks	lincrna
2	f1_mean	0.5864214942884864	0.5888352109579382	0.4659549057788165	0.7068663211723026	all	bNF	fold	Ulzm-peaks	lincrna
3	f1_std	0.06565202175216649	0.06388552339509287	0.04676583688182736	0.11111662086271247	all	bNF	fold	Ulzm-peaks	lincrna
4	precision_mean	0.575846368685983	0.5743304187854231	0.492124889892545	0.7151706179492209	all	bNF	fold	Ulzm-peaks	lincrna
5	precision_std	0.0837669323091264	0.08403549157399735	0.055357985731749534	0.13170751637101555	all	bNF	fold	Ulzm-peaks	lincrna
6	recall_mean	0.6295880092548428	0.6283445009978273	0.4222854097296129	0.8766163381128652	all	bNF	fold	Ulzm-peaks	lincrna
7	recall_std	0.1270153961092375	0.12284362908594	0.07801629370502673	0.21041431584006545	all	bNF	fold	Ulzm-peaks	lincrna
8	accuracy_mean	0.5676260162601626	0.5615	0.4931666666666667	0.6506666666666667	lymphoMyeloid	bNF	fold	Ulzm-peaks	lincrna
9	accuracy_std	0.053097215287637285	0.05265189666310437	0.04440470445547159	0.06346390049994301	lymphoMyeloid	bNF	fold	Ulzm-peaks	lincrna
10	f1_mean	0.5951762779732915	0.5978468460844796	0.4776296053473489	0.6979273581039941	lymphoMyeloid	bNF	fold	Ulzm-peaks	lincrna
11	f1_std	0.06837814408579061	0.06510145462237063	0.049807324751637995	0.11111662086271247	lymphoMyeloid	bNF	fold	Ulzm-peaks	lincrna
12	precision_mean	0.5626062499273847	0.5588480899327791	0.497295224966661	0.6580098261054329	lymphoMyeloid	bNF	fold	Ulzm-peaks	lincrna
13	precision_std	0.07792651345431406	0.0760295946661825	0.055357985731749534	0.10381503673250324	lymphoMyeloid	bNF	fold	Ulzm-peaks	lincrna
14	recall_mean	0.6685847775251266	0.6668125859701867	0.4798888433849211	0.8700220139970173	lymphoMyeloid	bNF	fold	Ulzm-peaks	lincrna
15	recall_std	0.13915210716955492	0.1383411602354014	0.08890890246976915	0.20755364083882571	lymphoMyeloid	bNF	fold	Ulzm-peaks	lincrna
16	accuracy_mean	0.5757494553376906	0.5785833333333332	0.491	0.7098333333333335	nonLymphoMyeloid	bNF	fold	Ulzm-peaks	lincrna
17	accuracy_std	0.05373463444583451	0.05366097188147702	0.04337786173716828	0.07309411741036348	nonLymphoMyeloid	bNF	fold	Ulzm-peaks	lincrna
18	f1_mean	0.5852484677163394	0.5858853263402487	0.4659549057788165	0.7068663211723026	nonLymphoMyeloid	bNF	fold	Ulzm-peaks	lincrna
19	f1_std	0.06528675699504691	0.06384602599251477	0.04676583688182736	0.10482115363245044	nonLymphoMyeloid	bNF	fold	Ulzm-peaks	lincrna
20	precision_mean	0.5776203715261874	0.577781242822689	0.492124889892545	0.7151706179492209	nonLymphoMyeloid	bNF	fold	Ulzm-peaks	lincrna
21	precision_std	0.08454947209032675	0.0848800378806196	0.0562115415505862	0.13170751637101555	nonLymphoMyeloid	bNF	fold	Ulzm-peaks	lincrna
22	recall_mean	0.6243629520683016	0.6231070718120109	0.4222854097296129	0.8766163381128652	nonLymphoMyeloid	bNF	fold	Ulzm-peaks	lincrna
23	recall_std	0.12538923547697273	0.12130663721990176	0.07801629370502673	0.21041431584006545	nonLymphoMyeloid	bNF	fold	Ulzm-peaks	lincrna
24	accuracy_mean	-0.008123439077527994	-0.017083333333333228	0.0021666666666667056	-0.05916666666666681	Delta	bNF	fold	Ulzm-peaks	lincrna
25	accuracy_std	-0.0006374191581972263	-0.0010090752183726515	0.0010268427183033058	-0.009630216910420472	Delta	bNF	fold	Ulzm-peaks	lincrna
26	f1_mean	0.009927810256952108	0.011961519744230875	0.011674699568532398	-0.008938963068308547	Delta	bNF	fold	Ulzm-peaks	lincrna
27	f1_std	0.003091387090743705	0.0012554286298558648	0.0030414878698106357	0.006295467230262031	Delta	bNF	fold	Ulzm-peaks	lincrna
28	precision_mean	-0.015014121598802666	-0.01893315288990982	0.005170335074116017	-0.05716079184378797	Delta	bNF	fold	Ulzm-peaks	lincrna
29	precision_std	-0.006622958636012685	-0.008850443214437093	-0.000853555818836664	-0.02789247963851231	Delta	bNF	fold	Ulzm-peaks	lincrna
30	recall_mean	0.04422182545682496	0.04370551415817581	0.05760343365530818	-0.006594324115847927	Delta	bNF	fold	Ulzm-peaks	lincrna
31	recall_std	0.013762871692582196	0.017034523015499653	0.01089260876474242	-0.0028606750012397375	Delta	bNF	fold	Ulzm-peaks	lincrna
0	accuracy_mean	0.9670706051873198	0.9681666666666668	0.9246666666666667	0.9988333333333334	all	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
1	accuracy_std	0.019295124330938104	0.019075871903766	0.004252450274057704	0.0320659043568433	all	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
2	f1_mean	0.9653378179096744	0.9664245653888476	0.9176514708712552	0.9988673636463764	all	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
3	f1_std	0.0208008392220822	0.020561528260135728	0.0041511698254256685	0.03534097384290125	all	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
4	precision_mean	0.9880101606049572	0.9884478666406428	0.9658359971860578	0.9993070489844684	all	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
5	precision_std	0.019696868873609198	0.01923714370920531	0.00486241372963774	0.03873288745847319	all	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
6	recall_mean	0.9449361559826932	0.9467259627513676	0.8622475815257051	1.0	all	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
7	recall_std	0.03529022251894275	0.035517899112238994	0.0	0.058310932404126034	all	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
8	accuracy_mean	0.9752845528455284	0.9753333333333332	0.937	0.9988333333333334	lymphoMyeloid	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
9	accuracy_std	0.016499304781803642	0.01736775428456105	0.004252450274057704	0.02920996785726102	lymphoMyeloid	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
10	f1_mean	0.9741606558304021	0.9744042579513118	0.9320404557816472	0.9988673636463764	lymphoMyeloid	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
11	f1_std	0.017579889683416457	0.01863150750833131	0.0041511698254256685	0.033083073612650414	lymphoMyeloid	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
12	precision_mean	0.9891419795840184	0.9894764976543544	0.9696920711659966	0.9992857142857144	lymphoMyeloid	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
13	precision_std	0.018094218582737322	0.017154763013879547	0.0059292934361728465	0.032101940622824746	lymphoMyeloid	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
14	recall_mean	0.9605816822920047	0.9618347936707616	0.8848242669883912	0.9988111691236692	lymphoMyeloid	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
15	recall_std	0.02942974222485847	0.03075909808298889	0.005832870730404218	0.05541408111307653	lymphoMyeloid	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
16	accuracy_mean	0.965970043572985	0.9670833333333332	0.9246666666666667	0.9956666666666666	nonLymphoMyeloid	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
17	accuracy_std	0.019669727603861355	0.019452214325041392	0.008164965809277286	0.0320659043568433	nonLymphoMyeloid	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
18	f1_mean	0.9641556729595115	0.9654460462016734	0.9176514708712552	0.9954618569415662	nonLymphoMyeloid	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
19	f1_std	0.021232404356347868	0.02113206426646822	0.008521179886780162	0.03534097384290125	nonLymphoMyeloid	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
20	precision_mean	0.9878585116567823	0.9883116690075975	0.9658359971860578	0.9993070489844684	nonLymphoMyeloid	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
21	precision_std	0.01991160306290902	0.019492680361494256	0.00486241372963774	0.03873288745847319	nonLymphoMyeloid	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
22	recall_mean	0.942839859973929	0.9452482755297535	0.8622475815257051	1.0	nonLymphoMyeloid	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
23	recall_std	0.036075450270764496	0.03632275730493477	0.0	0.058310932404126034	nonLymphoMyeloid	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
24	accuracy_mean	0.009314509272543403	0.00824999999999998	0.012333333333333307	0.003166666666666762	Delta	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
25	accuracy_std	-0.0031704228220577127	-0.002084460040480341	-0.003912515535219581	-0.002855936499582278	Delta	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
26	f1_mean	0.010004982870890577	0.0089582117496384	0.014388984910391978	0.0034055067048102128	Delta	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
27	f1_std	-0.003652514672931411	-0.002500556758136912	-0.004370010061354493	-0.0022579002302508325	Delta	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
28	precision_mean	0.0012834679272361038	0.0011648286467569324	0.003856073979938812	-2.1334698753983083e-05	Delta	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
29	precision_std	-0.0018173844801716993	-0.0023379173476147097	0.0010668797065351062	-0.006630946835648445	Delta	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
30	recall_mean	0.01774182231807564	0.01658651814100809	0.022576685462686097	-0.0011888308763308153	Delta	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
31	recall_std	-0.006645708045906026	-0.00556365922194588	0.005832870730404218	-0.002896851291049503	Delta	blb	mann_whitney_pval	Ulzm-vars-peaks	lincrna
0	accuracy_mean	0.6268001921229588	0.6266666666666667	0.5105000000000001	0.7625	all	PFNF	fold	final	lincrna
1	accuracy_std	0.051900342731301896	0.05159107373266124	0.03965125751123439	0.06940601158721371	all	PFNF	fold	final	lincrna
2	f1_mean	0.668418017839346	0.6725461590498426	0.5435271946547907	0.7827050952732734	all	PFNF	fold	final	lincrna
3	f1_std	0.05412595018619329	0.052672970211237576	0.03962657435570311	0.08788835654154062	all	PFNF	fold	final	lincrna
4	precision_mean	0.6000746006313591	0.5993349856427248	0.5122026598095356	0.7190431898759749	all	PFNF	fold	final	lincrna
5	precision_std	0.07038722913818345	0.07015524992801525	0.05477875699607801	0.10279430449696833	all	PFNF	fold	final	lincrna
6	recall_mean	0.7745322013554341	0.783263192635721	0.5595780866616221	0.9142655075894256	all	PFNF	fold	final	lincrna
7	recall_std	0.10258315062547105	0.09908936043536852	0.050991855935340266	0.1709572410105745	all	PFNF	fold	final	lincrna
8	accuracy_mean	0.5963739837398373	0.5920000000000001	0.5105000000000001	0.7146666666666667	lymphoMyeloid	PFNF	fold	final	lincrna
9	accuracy_std	0.05203967963928567	0.05167311787681396	0.04397726685459205	0.06893857974877185	lymphoMyeloid	PFNF	fold	final	lincrna
10	f1_mean	0.6308096670534764	0.6402085275809724	0.5435271946547907	0.7399708070661474	lymphoMyeloid	PFNF	fold	final	lincrna
11	f1_std	0.05864710192059347	0.05713517095809989	0.04503158124524943	0.0799904716785144	lymphoMyeloid	PFNF	fold	final	lincrna
12	precision_mean	0.5830104592637925	0.5752125642592405	0.5122026598095356	0.7130747606340708	lymphoMyeloid	PFNF	fold	final	lincrna
13	precision_std	0.07426773184216777	0.07309974531792272	0.058540651934885723	0.10279430449696833	lymphoMyeloid	PFNF	fold	final	lincrna
14	recall_mean	0.7135425753474927	0.7183392750605426	0.5595780866616221	0.8291099935690583	lymphoMyeloid	PFNF	fold	final	lincrna
15	recall_std	0.11739641989148697	0.11357873173301565	0.07347674744564939	0.159716576644844	lymphoMyeloid	PFNF	fold	final	lincrna
16	accuracy_mean	0.6308769063180828	0.6305833333333333	0.5270000000000001	0.7625	nonLymphoMyeloid	PFNF	fold	final	lincrna
17	accuracy_std	0.05188167340702955	0.05156912369039873	0.03965125751123439	0.06940601158721371	nonLymphoMyeloid	PFNF	fold	final	lincrna
18	f1_mean	0.6734570452322238	0.6793701241803703	0.5674721000707542	0.7827050952732734	nonLymphoMyeloid	PFNF	fold	final	lincrna
19	f1_std	0.05352017495380632	0.05219796500078478	0.03962657435570311	0.08788835654154062	nonLymphoMyeloid	PFNF	fold	final	lincrna
20	precision_mean	0.6023609725139416	0.6014327033788776	0.5248749427138464	0.7190431898759749	nonLymphoMyeloid	PFNF	fold	final	lincrna
21	precision_std	0.06986729250137509	0.06970752076835302	0.05477875699607801	0.0915763614833706	nonLymphoMyeloid	PFNF	fold	final	lincrna
22	recall_mean	0.782704013990485	0.7905225051935599	0.6299555159601313	0.9142655075894256	nonLymphoMyeloid	PFNF	fold	final	lincrna
23	recall_std	0.10059836618133165	0.09714173417746536	0.050991855935340266	0.1709572410105745	nonLymphoMyeloid	PFNF	fold	final	lincrna
24	accuracy_mean	-0.0345029225782455	-0.03858333333333319	-0.01650000000000007	-0.04783333333333328	Delta	PFNF	fold	final	lincrna
25	accuracy_std	0.00015800623225611932	0.00010399418641522662	0.0043260093433576605	-0.00046743183844186187	Delta	PFNF	fold	final	lincrna
26	f1_mean	-0.04264737817874742	-0.039161596599397996	-0.023944905415963502	-0.04273428820712599	Delta	PFNF	fold	final	lincrna
27	f1_std	0.005126926966787147	0.004937205957315109	0.005405006889546322	-0.007897884863026214	Delta	PFNF	fold	final	lincrna
28	precision_mean	-0.019350513250149137	-0.026220139119637054	-0.012672282904310772	-0.005968429241904105	Delta	PFNF	fold	final	lincrna
29	precision_std	0.004400439340792678	0.0033922245495697084	0.003761894938807714	0.011217943013597728	Delta	PFNF	fold	final	lincrna
30	recall_mean	-0.06916143864299229	-0.0721832301330173	-0.07037742929850921	-0.08515551402036725	Delta	PFNF	fold	final	lincrna
31	recall_std	0.016798053710155317	0.016436997555550295	0.02248489151030912	-0.011240664365730485	Delta	PFNF	fold	final	lincrna
0	accuracy_mean	0.5666690682036503	0.5688333333333333	0.4708333333333333	0.6650000000000001	all	bNF	fold	Ulzm-var-peak	lincrna
1	accuracy_std	0.054663627043553396	0.05409328362498743	0.044478146943814495	0.08213319128775595	all	bNF	fold	Ulzm-var-peak	lincrna
2	f1_mean	0.5848758829050867	0.5849072460406045	0.4426956404466763	0.7236328732933436	all	bNF	fold	Ulzm-var-peak	lincrna
3	f1_std	0.0733921041995116	0.0648335711488351	0.040999697427171335	0.22551126561008836	all	bNF	fold	Ulzm-var-peak	lincrna
4	precision_mean	0.5627453592435058	0.5641121951379477	0.4047190357634269	0.6941781726735731	all	bNF	fold	Ulzm-var-peak	lincrna
5	precision_std	0.08739395448355133	0.08300707528820439	0.05825961223214676	0.1884778426146762	all	bNF	fold	Ulzm-var-peak	lincrna
6	recall_mean	0.6422241597221544	0.6446151596979885	0.4380652047513539	0.9064032119688512	all	bNF	fold	Ulzm-var-peak	lincrna
7	recall_std	0.13469362751523892	0.12566305363914956	0.06600972597836563	0.33410180453308824	all	bNF	fold	Ulzm-var-peak	lincrna
8	accuracy_mean	0.566630081300813	0.5661666666666667	0.4755	0.6606666666666671	lymphoMyeloid	bNF	fold	Ulzm-var-peak	lincrna
9	accuracy_std	0.05483510496443663	0.054726339382624715	0.04471639023395733	0.06937398647908306	lymphoMyeloid	bNF	fold	Ulzm-var-peak	lincrna
10	f1_mean	0.5964233391182353	0.5954268734580499	0.454967601776569	0.7141052283621141	lymphoMyeloid	bNF	fold	Ulzm-var-peak	lincrna
11	f1_std	0.08079337729357493	0.0673585610431457	0.046592869216618336	0.22551126561008836	lymphoMyeloid	bNF	fold	Ulzm-var-peak	lincrna
12	precision_mean	0.5555649087007734	0.5553687839227819	0.4047190357634269	0.6393568946560694	lymphoMyeloid	bNF	fold	Ulzm-var-peak	lincrna
13	precision_std	0.08756055242740356	0.07825584138567747	0.062115781656180265	0.1884778426146762	lymphoMyeloid	bNF	fold	Ulzm-var-peak	lincrna
14	recall_mean	0.6815466595787141	0.6968757050493588	0.4641311398134576	0.8907662397451582	lymphoMyeloid	bNF	fold	Ulzm-var-peak	lincrna
15	recall_std	0.14808825614755905	0.13434753982063324	0.08683123669159885	0.33410180453308824	lymphoMyeloid	bNF	fold	Ulzm-var-peak	lincrna
16	accuracy_mean	0.5666742919389978	0.5694166666666667	0.4708333333333333	0.6650000000000001	nonLymphoMyeloid	bNF	fold	Ulzm-var-peak	lincrna
17	accuracy_std	0.0546406512436965	0.053993697728575644	0.044478146943814495	0.08213319128775595	nonLymphoMyeloid	bNF	fold	Ulzm-var-peak	lincrna
18	f1_mean	0.5833286747196649	0.5831396095154736	0.4426956404466763	0.7236328732933436	nonLymphoMyeloid	bNF	fold	Ulzm-var-peak	lincrna
19	f1_std	0.07240043035357502	0.06476486487582699	0.040999697427171335	0.17796466394939636	nonLymphoMyeloid	bNF	fold	Ulzm-var-peak	lincrna
20	precision_mean	0.5637074457541335	0.565115464528858	0.4339476581391091	0.6941781726735731	nonLymphoMyeloid	bNF	fold	Ulzm-var-peak	lincrna
21	precision_std	0.08737163253682602	0.08369117013744334	0.05825961223214676	0.17411658346101164	nonLymphoMyeloid	bNF	fold	Ulzm-var-peak	lincrna
22	recall_mean	0.6369554587609813	0.6361000630347275	0.4380652047513539	0.9064032119688512	nonLymphoMyeloid	bNF	fold	Ulzm-var-peak	lincrna
23	recall_std	0.13289892237169276	0.12468031203327883	0.06600972597836563	0.2736573951280571	nonLymphoMyeloid	bNF	fold	Ulzm-var-peak	lincrna
24	accuracy_mean	-4.4210638184716267e-05	-0.003249999999999975	0.004666666666666652	-0.004333333333333078	Delta	bNF	fold	Ulzm-var-peak	lincrna
25	accuracy_std	0.00019445372074013145	0.000732641654049071	0.00023824329014283246	-0.012759204808672889	Delta	bNF	fold	Ulzm-var-peak	lincrna
26	f1_mean	0.013094664398570433	0.012287263942576288	0.012271961329892667	-0.009527644931229484	Delta	bNF	fold	Ulzm-var-peak	lincrna
27	f1_std	0.00839294693999991	0.002593696167318721	0.005593171789447002	0.047546601660691995	Delta	bNF	fold	Ulzm-var-peak	lincrna
28	precision_mean	-0.0081425370533601	-0.009746680606076086	-0.029228622375682245	-0.054821278017503694	Delta	bNF	fold	Ulzm-var-peak	lincrna
29	precision_std	0.000188919890577538	-0.005435328751765875	0.0038561694240335023	0.014361259153664568	Delta	bNF	fold	Ulzm-var-peak	lincrna
30	recall_mean	0.04459120081773282	0.06077564201463126	0.026065935062103696	-0.01563697222369298	Delta	bNF	fold	Ulzm-var-peak	lincrna
31	recall_std	0.015189333775866287	0.009667227787354418	0.020821510713233224	0.06044440940503115	Delta	bNF	fold	Ulzm-var-peak	lincrna
0	accuracy_mean	0.6037588856868396	0.6005	0.4465000000000001	0.832333333333333	all	PFb	fold	Full	mrna
1	accuracy_std	0.05286155413253651	0.05263184502856716	0.036272119688083665	0.06493821850206719	all	PFb	fold	Full	mrna
2	f1_mean	0.5849236081888074	0.5757119574638384	0.4135758312031313	0.8255696607390154	all	PFb	fold	Full	mrna
3	f1_std	0.06850399804625637	0.06749085509088026	0.04035160548871307	0.11015900387351303	all	PFb	fold	Full	mrna
4	precision_mean	0.6239064764002011	0.6185655038640204	0.455605642967069	0.886186834251211	all	PFb	fold	Full	mrna
5	precision_std	0.09245093121699766	0.09146228285263083	0.054633608349141737	0.1419853230722406	all	PFb	fold	Full	mrna
6	recall_mean	0.5806594993502926	0.5731019951343109	0.37468770452254657	0.8438964293357156	all	PFb	fold	Full	mrna
7	recall_std	0.11800331866815326	0.11465650312174433	0.062143152999177075	0.21608489725086846	all	PFb	fold	Full	mrna
8	accuracy_mean	0.6528373983739837	0.6483333333333334	0.5216666666666667	0.832333333333333	lymphoMyeloid	PFb	fold	Full	mrna
9	accuracy_std	0.0512855991167342	0.050682837331783234	0.036272119688083665	0.06377281726740808	lymphoMyeloid	PFb	fold	Full	mrna
10	f1_mean	0.6412293409537386	0.6273885706176423	0.5144975291342762	0.8255696607390154	lymphoMyeloid	PFb	fold	Full	mrna
11	f1_std	0.06236556869143367	0.06335082942370691	0.04035160548871307	0.07942806708907384	lymphoMyeloid	PFb	fold	Full	mrna
12	precision_mean	0.664263100901135	0.6464196439203437	0.5266944694072297	0.8460088210709306	lymphoMyeloid	PFb	fold	Full	mrna
13	precision_std	0.08533128597898385	0.08439564330689339	0.062344009855370315	0.11437156829066387	lymphoMyeloid	PFb	fold	Full	mrna
14	recall_mean	0.6414168031639949	0.6146957142081952	0.4638994964652906	0.8438964293357156	lymphoMyeloid	PFb	fold	Full	mrna
15	recall_std	0.1019282293865113	0.10062600245459727	0.062143152999177075	0.15667106543170053	lymphoMyeloid	PFb	fold	Full	mrna
16	accuracy_mean	0.5971830065359477	0.5949166666666666	0.4465000000000001	0.8171666666666667	nonLymphoMyeloid	PFb	fold	Full	mrna
17	accuracy_std	0.05307271150393485	0.05291371178674762	0.04118083426924608	0.06493821850206719	nonLymphoMyeloid	PFb	fold	Full	mrna
18	f1_mean	0.5773793760209572	0.5724468071076771	0.4135758312031313	0.7962707093532357	nonLymphoMyeloid	PFb	fold	Full	mrna
19	f1_std	0.06932646733889601	0.06789983068438435	0.051388441646877024	0.11015900387351303	nonLymphoMyeloid	PFb	fold	Full	mrna
20	precision_mean	0.6184992162546512	0.6108232277835792	0.455605642967069	0.886186834251211	nonLymphoMyeloid	PFb	fold	Full	mrna
21	precision_std	0.09340487061163351	0.092608437775863	0.054633608349141737	0.1419853230722406	nonLymphoMyeloid	PFb	fold	Full	mrna
22	recall_mean	0.5725188148523782	0.5654439130414053	0.37468770452254657	0.7658475648945271	nonLymphoMyeloid	PFb	fold	Full	mrna
23	recall_std	0.12015717050000725	0.1154581411300521	0.07590051312127828	0.21608489725086846	nonLymphoMyeloid	PFb	fold	Full	mrna
24	accuracy_mean	0.055654391838036	0.05341666666666678	0.0751666666666666	0.015166666666666329	Delta	PFb	fold	Full	mrna
25	accuracy_std	-0.001787112387200647	-0.0022308744549643864	-0.004908714581162418	-0.001165401234659108	Delta	PFb	fold	Full	mrna
26	f1_mean	0.06384996493278139	0.05494176350996516	0.10092169793114486	0.029298951385779648	Delta	PFb	fold	Full	mrna
27	f1_std	-0.006960898647462341	-0.004549001260677435	-0.011036836158163955	-0.030730936784439195	Delta	PFb	fold	Full	mrna
28	precision_mean	0.04576388464648384	0.03559641613676445	0.07108882644016074	-0.04017801318028047	Delta	PFb	fold	Full	mrna
29	precision_std	-0.008073584632649664	-0.008212794468969609	0.0077104015062285786	-0.027613754781576724	Delta	PFb	fold	Full	mrna
30	recall_mean	0.06889798831161664	0.049251801166789955	0.08921179194274403	0.07804886444118853	Delta	PFb	fold	Full	mrna
