	performance	mean	median	min	max	ontologyGroup	group	sortingMethod	features	rna_type
24	accuracy_mean	0.08851635933806135	0.12750000000000006	0.019000000000000128	-0.004833333333333356	Delta	bu	mann_whitney_pval	Ulz	mrna
25	accuracy_std	-0.0022083865399720667	-0.0024265014993128803	0.00313805706868725	-0.007596623125442348	Delta	bu	mann_whitney_pval	Ulz	mrna
26	f1_mean	0.08268899765489013	0.12279092860270846	-0.0018199293087062807	0.015491478910397816	Delta	bu	mann_whitney_pval	Ulz	mrna
27	f1_std	-0.020023498010334026	-0.01950587342567814	-0.0033191595183608077	-0.033951022765408206	Delta	bu	mann_whitney_pval	Ulz	mrna
28	precision_mean	0.10333112992981752	0.14577908686208063	0.02884692376446596	0.08532350967406288	Delta	bu	mann_whitney_pval	Ulz	mrna
29	precision_std	-0.012514262348497035	-0.01653465914494394	0.000146175212138909	-0.030634589717324995	Delta	bu	mann_whitney_pval	Ulz	mrna
30	recall_mean	0.04520049568516282	0.06292205826278396	0.005164818118047809	0.11677694867737021	Delta	bu	mann_whitney_pval	Ulz	mrna
31	recall_std	-0.04997895809904998	-0.06853296659578456	-0.025033435152523188	-0.022042383693104017	Delta	bu	mann_whitney_pval	Ulz	mrna
0	accuracy_mean	0.5302454370797309	0.5313333333333334	0.4423333333333334	0.65	all	NFlb	fold	Full	mrna
1	accuracy_std	0.055598205494774615	0.05523585791856591	0.042946995755750415	0.07236078588112026	all	NFlb	fold	Full	mrna
2	f1_mean	0.4883538489768231	0.4859822508680842	0.38258514014329453	0.6349932634368566	all	NFlb	fold	Full	mrna
3	f1_std	0.0854698121508833	0.08389178887975399	0.05780624347605656	0.1310886828474515	all	NFlb	fold	Full	mrna
4	precision_mean	0.5506310115627051	0.547271770446534	0.4474608381453149	0.684403451243577	all	NFlb	fold	Full	mrna
5	precision_std	0.10125836127212118	0.09980806113889946	0.06373339926291338	0.15760328200724566	all	NFlb	fold	Full	mrna
6	recall_mean	0.47858707347002916	0.4766557579646473	0.3682084128774818	0.6282603168762028	all	NFlb	fold	Full	mrna
7	recall_std	0.15061813140794197	0.14974883235052666	0.09474654587645637	0.23173276346550215	all	NFlb	fold	Full	mrna
8	accuracy_mean	0.516159574468085	0.5156666666666666	0.4545	0.595	lymphoMyeloid	NFlb	fold	Full	mrna
9	accuracy_std	0.05465546758957642	0.05458530530788993	0.046834223004598295	0.0611927737200689	lymphoMyeloid	NFlb	fold	Full	mrna
10	f1_mean	0.4756657262958642	0.4669136742927401	0.3987155263223949	0.544104604125953	lymphoMyeloid	NFlb	fold	Full	mrna
11	f1_std	0.08884386084313475	0.08936262695956912	0.0684324886538112	0.1213173699544218	lymphoMyeloid	NFlb	fold	Full	mrna
12	precision_mean	0.5356109976363419	0.5329477000522488	0.45840786645966997	0.6301583400521845	lymphoMyeloid	NFlb	fold	Full	mrna
13	precision_std	0.10236110312270627	0.10225994676023166	0.0713845022304817	0.15760328200724566	lymphoMyeloid	NFlb	fold	Full	mrna
14	recall_mean	0.4732368190453439	0.475349563093589	0.3682084128774818	0.6015850560677475	lymphoMyeloid	NFlb	fold	Full	mrna
15	recall_std	0.16188495762661584	0.16529904796710082	0.11762305605572285	0.22721701416394405	lymphoMyeloid	NFlb	fold	Full	mrna
16	accuracy_mean	0.5324522222222222	0.5333333333333333	0.4423333333333334	0.65	nonLymphoMyeloid	NFlb	fold	Full	mrna
17	accuracy_std	0.05574590109992233	0.055333206262027035	0.042946995755750415	0.07236078588112026	nonLymphoMyeloid	NFlb	fold	Full	mrna
18	f1_mean	0.4903416548635066	0.48678807861395385	0.38258514014329453	0.6349932634368566	nonLymphoMyeloid	NFlb	fold	Full	mrna
19	f1_std	0.08494121118909724	0.08363580033937745	0.05780624347605656	0.1310886828474515	nonLymphoMyeloid	NFlb	fold	Full	mrna
20	precision_mean	0.5529841470778354	0.551169435023605	0.4474608381453149	0.684403451243577	nonLymphoMyeloid	NFlb	fold	Full	mrna
21	precision_std	0.10108559838219619	0.09951667916354034	0.06373339926291338	0.15080420356936525	nonLymphoMyeloid	NFlb	fold	Full	mrna
22	recall_mean	0.47942527999656315	0.47667986802376283	0.3808752674782064	0.6282603168762028	nonLymphoMyeloid	NFlb	fold	Full	mrna
23	recall_std	0.1488529953003497	0.1485143950502707	0.09474654587645637	0.23173276346550215	nonLymphoMyeloid	NFlb	fold	Full	mrna
24	accuracy_mean	-0.01629264775413719	-0.01766666666666672	0.012166666666666603	-0.05500000000000005	Delta	NFlb	fold	Full	mrna
25	accuracy_std	-0.0010904335103459062	-0.0007479009541371054	0.00388722724884788	-0.011168012161051358	Delta	NFlb	fold	Full	mrna
26	f1_mean	-0.014675928567642438	-0.019874404321213734	0.016130386179100342	-0.09088865931090362	Delta	NFlb	fold	Full	mrna
27	f1_std	0.0039026496540375127	0.005726826620191666	0.010626245177754637	-0.00977131289302971	Delta	NFlb	fold	Full	mrna
28	precision_mean	-0.017373149441493485	-0.018221734971356263	0.010947028314355067	-0.054245111191392525	Delta	NFlb	fold	Full	mrna
29	precision_std	0.0012755047405100806	0.002743267596691315	0.007651102967568324	0.0067990784378804126	Delta	NFlb	fold	Full	mrna
30	recall_mean	-0.006188460951219221	-0.0013303049301738312	-0.012666854600724586	-0.02667526080845528	Delta	NFlb	fold	Full	mrna
31	recall_std	0.013031962326266133	0.016784652916830123	0.02287651017926648	-0.004515749301558097	Delta	NFlb	fold	Full	mrna
0	accuracy_mean	0.9051138328530262	0.906	0.8334999999999998	0.9716666666666668	all	NFb	fold	Ulzm-vars	mrna
1	accuracy_std	0.03196682373265136	0.031787488803685704	0.01892969448600091	0.04583666654546335	all	NFb	fold	Ulzm-vars	mrna
2	f1_mean	0.9006744652598586	0.9020840720072446	0.8216994223579499	0.9705377275518188	all	NFb	fold	Ulzm-vars	mrna
3	f1_std	0.03517652290937364	0.035314202761722736	0.02132576127497924	0.051243126596969835	all	NFb	fold	Ulzm-vars	mrna
4	precision_mean	0.9253425121756352	0.9271377364626971	0.846217817578239	0.997916276803119	all	NFb	fold	Ulzm-vars	mrna
5	precision_std	0.044794465779939154	0.04575307096961655	0.008665249344817993	0.07120663022435814	all	NFb	fold	Ulzm-vars	mrna
6	recall_mean	0.8810329060513165	0.882884419537158	0.7857771369550071	0.9710399202775706	all	NFb	fold	Ulzm-vars	mrna
7	recall_std	0.05238078893320711	0.052080506033486205	0.03032231487543991	0.07504067258632853	all	NFb	fold	Ulzm-vars	mrna
8	accuracy_mean	0.9108617021276595	0.9163333333333336	0.8553333333333333	0.9716666666666668	lymphoMyeloid	NFb	fold	Ulzm-vars	mrna
9	accuracy_std	0.03167381664378931	0.03164867910180279	0.01892969448600091	0.042180498390185533	lymphoMyeloid	NFb	fold	Ulzm-vars	mrna
10	f1_mean	0.9066041879914511	0.9132214324263082	0.8495654571644257	0.9705377275518188	lymphoMyeloid	NFb	fold	Ulzm-vars	mrna
11	f1_std	0.03473804988928556	0.03356686908213491	0.02132576127497924	0.0453331974398169	lymphoMyeloid	NFb	fold	Ulzm-vars	mrna
12	precision_mean	0.9314909189733981	0.9387711484661848	0.8692500591131217	0.9751343710446838	lymphoMyeloid	NFb	fold	Ulzm-vars	mrna
13	precision_std	0.04539473901255049	0.04399725271150205	0.02690547243443737	0.07120663022435814	lymphoMyeloid	NFb	fold	Ulzm-vars	mrna
14	recall_mean	0.8868754952496172	0.8939966019978306	0.7948361283192409	0.9710399202775706	lymphoMyeloid	NFb	fold	Ulzm-vars	mrna
15	recall_std	0.05112098501021747	0.04914623788228112	0.0311058868650974	0.06596850676580306	lymphoMyeloid	NFb	fold	Ulzm-vars	mrna
16	accuracy_mean	0.9042133333333333	0.9045833333333334	0.8334999999999998	0.9655	nonLymphoMyeloid	NFb	fold	Ulzm-vars	mrna
17	accuracy_std	0.03201272817657309	0.03180910211416309	0.020855987682730868	0.04583666654546335	nonLymphoMyeloid	NFb	fold	Ulzm-vars	mrna
18	f1_mean	0.8997454753652422	0.8996090803481294	0.8216994223579499	0.9638343722287516	nonLymphoMyeloid	NFb	fold	Ulzm-vars	mrna
19	f1_std	0.035245217015854105	0.035437091097140085	0.022144978225898164	0.051243126596969835	nonLymphoMyeloid	NFb	fold	Ulzm-vars	mrna
20	precision_mean	0.9243792617773189	0.9251617424107642	0.846217817578239	0.997916276803119	nonLymphoMyeloid	NFb	fold	Ulzm-vars	mrna
21	precision_std	0.04470042297349672	0.0462292112691601	0.008665249344817993	0.06556284146934369	nonLymphoMyeloid	NFb	fold	Ulzm-vars	mrna
22	recall_mean	0.8801175670769159	0.8819936162897728	0.7857771369550071	0.959715473023532	nonLymphoMyeloid	NFb	fold	Ulzm-vars	mrna
23	recall_std	0.052578158214475486	0.05238405756111007	0.03032231487543991	0.07504067258632853	nonLymphoMyeloid	NFb	fold	Ulzm-vars	mrna
24	accuracy_mean	0.006648368794326176	0.01175000000000015	0.021833333333333482	0.006166666666666765	Delta	NFb	fold	Ulzm-vars	mrna
25	accuracy_std	-0.00033891153278377967	-0.0001604230123603001	-0.0019262931967299578	-0.0036561681552778197	Delta	NFb	fold	Ulzm-vars	mrna
26	f1_mean	0.006858712626208963	0.013612352078178791	0.02786603480647576	0.006703355323067206	Delta	NFb	fold	Ulzm-vars	mrna
27	f1_std	-0.0005071671265685432	-0.0018702220150051754	-0.0008192169509189245	-0.005909929157152938	Delta	NFb	fold	Ulzm-vars	mrna
28	precision_mean	0.007111657196079202	0.013609406055420603	0.023032241534882703	-0.022781905758435195	Delta	NFb	fold	Ulzm-vars	mrna
29	precision_std	0.0006943160390537745	-0.002231958557658051	0.018240223089619378	0.0056437887550144505	Delta	NFb	fold	Ulzm-vars	mrna
30	recall_mean	0.006757928172701266	0.0120029857080578	0.009058991364233826	0.011324447254038583	Delta	NFb	fold	Ulzm-vars	mrna
31	recall_std	-0.0014571732042580124	-0.0032378196788289543	0.0007835719896574882	-0.009072165820525474	Delta	NFb	fold	Ulzm-vars	mrna
0	accuracy_mean	0.6125571565802114	0.6095000000000002	0.4303333333333334	0.953	all	NFlb	mann_whitney_pval	Ulzm-var	mrna
1	accuracy_std	0.052485114909679796	0.05309608690331562	0.024001736048322283	0.06791416150798986	all	NFlb	mann_whitney_pval	Ulzm-var	mrna
2	f1_mean	0.583120217604518	0.5797079832921915	0.3707370592369471	0.9508699054679544	all	NFlb	mann_whitney_pval	Ulzm-var	mrna
3	f1_std	0.07423106050775864	0.07035923801889485	0.0250839818435664	0.1745579422975487	all	NFlb	mann_whitney_pval	Ulzm-var	mrna
4	precision_mean	0.642167408316483	0.6301396981504461	0.4310437636495377	0.967252339876547	all	NFlb	mann_whitney_pval	Ulzm-var	mrna
5	precision_std	0.08966687171221761	0.08866318011710525	0.028565264456898377	0.1646629883201963	all	NFlb	mann_whitney_pval	Ulzm-var	mrna
6	recall_mean	0.5667242148173477	0.5616819391217485	0.3346896391015497	0.9359392980902156	all	NFlb	mann_whitney_pval	Ulzm-var	mrna
7	recall_std	0.12549228778487737	0.1136195512721808	0.039939492883600526	0.3135806949691493	all	NFlb	mann_whitney_pval	Ulzm-var	mrna
8	accuracy_mean	0.6226099290780143	0.616	0.4385000000000001	0.8369999999999999	lymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-var	mrna
9	accuracy_std	0.05261995851204416	0.05275309364282712	0.036786168898408286	0.061916386271235885	lymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-var	mrna
10	f1_mean	0.585519509099729	0.570314173627374	0.4057849852082882	0.8101177229272869	lymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-var	mrna
11	f1_std	0.07187385636400147	0.0695039980590719	0.04489880060268985	0.11461276240429633	lymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-var	mrna
12	precision_mean	0.6525055280278274	0.6551554649455282	0.45620016759091603	0.940845123535178	lymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-var	mrna
13	precision_std	0.09048434626615594	0.0907730486784692	0.04820642903082858	0.1310796070707957	lymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-var	mrna
14	recall_mean	0.557626588852293	0.5473284969189225	0.4145427822107585	0.8105100017498106	lymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-var	mrna
15	recall_std	0.1155416151842774	0.1061246448793954	0.0679349062736245	0.2293992673981517	lymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-var	mrna
16	accuracy_mean	0.6109822222222222	0.6072500000000001	0.4303333333333334	0.953	nonLymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-var	mrna
17	accuracy_std	0.05246398941197605	0.05310890277967805	0.024001736048322283	0.06791416150798986	nonLymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-var	mrna
18	f1_mean	0.5827443286036017	0.5798739875092997	0.3707370592369471	0.9508699054679544	nonLymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-var	mrna
19	f1_std	0.07460035582361392	0.07055484843778806	0.0250839818435664	0.1745579422975487	nonLymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-var	mrna
20	precision_mean	0.6405477695617057	0.6259358469112735	0.4310437636495377	0.967252339876547	nonLymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-var	mrna
21	precision_std	0.08953880069876728	0.08847026253670046	0.028565264456898377	0.1646629883201963	nonLymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-var	mrna
22	recall_mean	0.568149509551873	0.5639989463400727	0.3346896391015497	0.9359392980902156	nonLymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-var	mrna
23	recall_std	0.12705122649230471	0.11550769902018479	0.039939492883600526	0.3135806949691493	nonLymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-var	mrna
24	accuracy_mean	0.011627706855792064	0.008749999999999925	0.008166666666666711	-0.1160000000000001	Delta	NFlb	mann_whitney_pval	Ulzm-var	mrna
25	accuracy_std	0.00015596910006810544	-0.00035580913685093196	0.012784432850086003	-0.005997775236753974	Delta	NFlb	mann_whitney_pval	Ulzm-var	mrna
26	f1_mean	0.0027751804961273496	-0.009559813881925727	0.0350479259713411	-0.14075218254066746	Delta	NFlb	mann_whitney_pval	Ulzm-var	mrna
27	f1_std	-0.0027264994596124525	-0.0010508503787161616	0.019814818759123453	-0.059945179893252376	Delta	NFlb	mann_whitney_pval	Ulzm-var	mrna
28	precision_mean	0.011957758466121682	0.02921961803425477	0.025156403941378302	-0.026407216341369	Delta	NFlb	mann_whitney_pval	Ulzm-var	mrna
29	precision_std	0.0009455455673886559	0.0023027861417687506	0.0196411645739302	-0.03358338124940061	Delta	NFlb	mann_whitney_pval	Ulzm-var	mrna
30	recall_mean	-0.010522920699580052	-0.016670449421150257	0.07985314310920882	-0.125429296340405	Delta	NFlb	mann_whitney_pval	Ulzm-var	mrna
31	recall_std	-0.011509611308027315	-0.009383054140789396	0.027995413390023975	-0.08418142757099761	Delta	NFlb	mann_whitney_pval	Ulzm-var	mrna
0	accuracy_mean	0.5728328530259366	0.5726666666666665	0.486	0.6895	all	bNF	fold	Ulzm-var-peaks	lincrna
1	accuracy_std	0.05389896959323583	0.05359933664597808	0.04245880356298325	0.07361612142277893	all	bNF	fold	Ulzm-var-peaks	lincrna
2	f1_mean	0.5886783323817268	0.5883799077774627	0.4707795462341492	0.7150964393230901	all	bNF	fold	Ulzm-var-peaks	lincrna
3	f1_std	0.06481739667784125	0.06293495571828228	0.04565062790781438	0.12051537032922476	all	bNF	fold	Ulzm-var-peaks	lincrna
4	precision_mean	0.5718485063559484	0.5709489799928135	0.492545043723733	0.6954702132935148	all	bNF	fold	Ulzm-var-peaks	lincrna
5	precision_std	0.08226493776313472	0.08174350517811413	0.05509556773197788	0.12490709870786855	all	bNF	fold	Ulzm-var-peaks	lincrna
6	recall_mean	0.6373060195007667	0.6356529011510829	0.4747309373759494	0.8926467098335458	all	bNF	fold	Ulzm-var-peaks	lincrna
7	recall_std	0.12557324876669032	0.12185693721349862	0.07348113110650277	0.2217089622411808	all	bNF	fold	Ulzm-var-peaks	lincrna
8	accuracy_mean	0.5701099290780142	0.5651666666666667	0.499	0.6515000000000001	lymphoMyeloid	bNF	fold	Ulzm-var-peaks	lincrna
9	accuracy_std	0.0541999038376911	0.05375122737616735	0.04545174486321851	0.06701658169604162	lymphoMyeloid	bNF	fold	Ulzm-var-peaks	lincrna
10	f1_mean	0.5983314200352893	0.6023659180042471	0.4707795462341492	0.7150964393230901	lymphoMyeloid	bNF	fold	Ulzm-var-peaks	lincrna
11	f1_std	0.06760980923920967	0.06380716738935502	0.045968174538819566	0.12051537032922476	lymphoMyeloid	bNF	fold	Ulzm-var-peaks	lincrna
12	precision_mean	0.5634658748934505	0.5538786650815064	0.5027454680045402	0.6617919072757715	lymphoMyeloid	bNF	fold	Ulzm-var-peaks	lincrna
13	precision_std	0.07838077280169213	0.07895306134119734	0.05697936546871996	0.1130140090258713	lymphoMyeloid	bNF	fold	Ulzm-var-peaks	lincrna
14	recall_mean	0.672101017954162	0.6741131475992251	0.4747309373759494	0.8926467098335458	lymphoMyeloid	bNF	fold	Ulzm-var-peaks	lincrna
15	recall_std	0.1313436117437561	0.12678497615760911	0.07348113110650277	0.2217089622411808	lymphoMyeloid	bNF	fold	Ulzm-var-peaks	lincrna
16	accuracy_mean	0.5732594444444443	0.5743333333333334	0.486	0.6895	nonLymphoMyeloid	bNF	fold	Ulzm-var-peaks	lincrna
17	accuracy_std	0.05385182322827118	0.053582490670537955	0.04245880356298325	0.07361612142277893	nonLymphoMyeloid	bNF	fold	Ulzm-var-peaks	lincrna
18	f1_mean	0.5871660153160021	0.5869926049341969	0.4785272914693626	0.7061792376251467	nonLymphoMyeloid	bNF	fold	Ulzm-var-peaks	lincrna
19	f1_std	0.06437991870989355	0.06293233818224139	0.04565062790781438	0.110050865311682	nonLymphoMyeloid	bNF	fold	Ulzm-var-peaks	lincrna
20	precision_mean	0.5731617852850729	0.5717705340334669	0.492545043723733	0.6954702132935148	nonLymphoMyeloid	bNF	fold	Ulzm-var-peaks	lincrna
21	precision_std	0.08287345694042739	0.08221323513970183	0.05509556773197788	0.12490709870786855	nonLymphoMyeloid	bNF	fold	Ulzm-var-peaks	lincrna
22	recall_mean	0.6318548030764014	0.6297110248847988	0.4787527406022685	0.8790189792615272	nonLymphoMyeloid	bNF	fold	Ulzm-var-peaks	lincrna
23	recall_std	0.12466922523361668	0.1213753257919354	0.07934770830467519	0.20668300430617093	nonLymphoMyeloid	bNF	fold	Ulzm-var-peaks	lincrna
24	accuracy_mean	-0.0031495153664301556	-0.009166666666666656	0.013000000000000012	-0.03799999999999992	Delta	bNF	fold	Ulzm-var-peaks	lincrna
25	accuracy_std	0.0003480806094199179	0.00016873670562939785	0.002992941300235266	-0.006599539726737311	Delta	bNF	fold	Ulzm-var-peaks	lincrna
26	f1_mean	0.011165404719287175	0.015373313070050187	-0.007747745235213432	0.008917201697943411	Delta	bNF	fold	Ulzm-var-peaks	lincrna
27	f1_std	0.003229890529316118	0.0008748292071136254	0.0003175466310051875	0.010464505017542758	Delta	bNF	fold	Ulzm-var-peaks	lincrna
28	precision_mean	-0.009695910391622431	-0.017891868951960488	0.010200424280807252	-0.03367830601774324	Delta	bNF	fold	Ulzm-var-peaks	lincrna
29	precision_std	-0.004492684138735256	-0.00326017379850449	0.0018837977367420836	-0.011893089681997246	Delta	bNF	fold	Ulzm-var-peaks	lincrna
30	recall_mean	0.04024621487776059	0.04440212271442634	-0.004021803226319121	0.013627730572018604	Delta	bNF	fold	Ulzm-var-peaks	lincrna
31	recall_std	0.006674386510139435	0.0054096503656737155	-0.005866577198172421	0.015025957935009882	Delta	bNF	fold	Ulzm-var-peaks	lincrna
0	accuracy_mean	0.6150220941402498	0.6104999999999999	0.4098333333333333	0.9516666666666668	all	NFlb	mann_whitney_pval	Ulzm-peak	mrna
1	accuracy_std	0.05161383313346833	0.05222813205330799	0.022692999409999158	0.0643997929603297	all	NFlb	mann_whitney_pval	Ulzm-peak	mrna
2	f1_mean	0.6077565915022642	0.6074338867327027	0.36478634103958585	0.9493274364648217	all	NFlb	mann_whitney_pval	Ulzm-peak	mrna
3	f1_std	0.0670660755294136	0.06384924723591158	0.024048190481729445	0.15110416542423946	all	NFlb	mann_whitney_pval	Ulzm-peak	mrna
4	precision_mean	0.6290708195883007	0.6120556113038641	0.4008778175890558	0.9773465468036794	all	NFlb	mann_whitney_pval	Ulzm-peak	mrna
5	precision_std	0.08536692225057087	0.08537992037215568	0.02388550059994668	0.1512550504609473	all	NFlb	mann_whitney_pval	Ulzm-peak	mrna
6	recall_mean	0.6190853608808825	0.6165908607026964	0.40917761042522705	0.9305725798223776	all	NFlb	mann_whitney_pval	Ulzm-peak	mrna
7	recall_std	0.11981146476357434	0.1144292576998174	0.03875558523413023	0.2800104772216023	all	NFlb	mann_whitney_pval	Ulzm-peak	mrna
8	accuracy_mean	0.6081134751773051	0.6053333333333333	0.4671666666666667	0.8263333333333331	lymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-peak	mrna
9	accuracy_std	0.05321506315062093	0.05365812561434143	0.03750407385279038	0.0643997929603297	lymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-peak	mrna
10	f1_mean	0.5974360731052896	0.5980113600597355	0.4405396741949398	0.8053171260749141	lymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-peak	mrna
11	f1_std	0.06706107794401733	0.0652868734375174	0.04356970983946365	0.1011888866781566	lymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-peak	mrna
12	precision_mean	0.6201625705237763	0.610814990062678	0.476736357015609	0.9455399853476816	lymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-peak	mrna
13	precision_std	0.08631098723851663	0.08658103833503998	0.04800922066772247	0.11537603737911427	lymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-peak	mrna
14	recall_mean	0.6068309944854594	0.6132301182595961	0.4237991002094514	0.8343922891317078	lymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-peak	mrna
15	recall_std	0.12088919900312553	0.12028890246288622	0.061347619677044135	0.19809843671483093	lymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-peak	mrna
16	accuracy_mean	0.6161044444444446	0.6110833333333332	0.4098333333333333	0.9516666666666668	nonLymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-peak	mrna
17	accuracy_std	0.051362973764114424	0.05207566542464166	0.022692999409999158	0.0627375485654325	nonLymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-peak	mrna
18	f1_mean	0.6093734727177902	0.6099629975726832	0.36478634103958585	0.9493274364648217	nonLymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-peak	mrna
19	f1_std	0.06706685848445902	0.06315136241810987	0.024048190481729445	0.15110416542423946	nonLymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-peak	mrna
20	precision_mean	0.6304664452750761	0.6120834741219325	0.4008778175890558	0.9773465468036794	nonLymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-peak	mrna
21	precision_std	0.0852190187357927	0.08535608816922442	0.02388550059994668	0.1512550504609473	nonLymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-peak	mrna
22	recall_mean	0.6210052116161654	0.6173833425099163	0.40917761042522705	0.9305725798223776	nonLymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-peak	mrna
23	recall_std	0.1196426197327113	0.11410090518600954	0.03875558523413023	0.2800104772216023	nonLymphoMyeloid	NFlb	mann_whitney_pval	Ulzm-peak	mrna
24	accuracy_mean	-0.007990969267139492	-0.005749999999999922	0.05733333333333335	-0.12533333333333363	Delta	NFlb	mann_whitney_pval	Ulzm-peak	mrna
25	accuracy_std	0.0018520893865065086	0.0015824601896997706	0.01481107444279122	0.0016622443948972054	Delta	NFlb	mann_whitney_pval	Ulzm-peak	mrna
26	f1_mean	-0.011937399612500621	-0.0119516375129477	0.07575333315535393	-0.14401031038990753	Delta	NFlb	mann_whitney_pval	Ulzm-peak	mrna
27	f1_std	-5.780540441688298e-06	0.0021355110194075377	0.019521519357734204	-0.049915278746082856	Delta	NFlb	mann_whitney_pval	Ulzm-peak	mrna
28	precision_mean	-0.01030387475129979	-0.0012684840592545044	0.07585853942655324	-0.031806561455997806	Delta	NFlb	mann_whitney_pval	Ulzm-peak	mrna
29	precision_std	0.0010919685027239306	0.0012249501658155582	0.024123720067775793	-0.03587901308183304	Delta	NFlb	mann_whitney_pval	Ulzm-peak	mrna
30	recall_mean	-0.01417421713070599	-0.004153224250320275	0.01462148978422434	-0.0961802906906698	Delta	NFlb	mann_whitney_pval	Ulzm-peak	mrna
31	recall_std	0.0012465792704142303	0.006187997276876675	0.022592034442913904	-0.0819120405067714	Delta	NFlb	mann_whitney_pval	Ulzm-peak	mrna
0	accuracy_mean	0.7044486071085495	0.7120000000000001	0.4656666666666668	0.924	all	PFNF	mann_whitney_pval	Ulzm-var-peak	lincrna
1	accuracy_std	0.048530629672851835	0.04861726945118257	0.02763803739615225	0.08287524090797899	all	PFNF	mann_whitney_pval	Ulzm-var-peak	lincrna
2	f1_mean	0.7161278423151636	0.7285162164897379	0.4135564519401431	0.9237978912695382	all	PFNF	mann_whitney_pval	Ulzm-var-peak	lincrna
3	f1_std	0.05591992025539845	0.0514876827190783	0.03000787334092636	0.2252534892065113	all	PFNF	mann_whitney_pval	Ulzm-var-peak	lincrna
4	precision_mean	0.6837752680496285	0.6850862649518116	0.3967453148473493	0.9147520936745164	all	PFNF	mann_whitney_pval	Ulzm-var-peak	lincrna
5	precision_std	0.07417675623169934	0.07137240468343238	0.047101418004237935	0.19363198574441204	all	PFNF	mann_whitney_pval	Ulzm-var-peak	lincrna
6	recall_mean	0.7687095030340809	0.7881446005785787	0.5141969091105688	0.9659435590064268	all	PFNF	mann_whitney_pval	Ulzm-var-peak	lincrna
7	recall_std	0.08982781181135019	0.08022366310837116	0.03712330492721605	0.354751311977474	all	PFNF	mann_whitney_pval	Ulzm-var-peak	lincrna
8	accuracy_mean	0.6467836879432625	0.6228333333333333	0.4763333333333333	0.8881666666666669	lymphoMyeloid	PFNF	mann_whitney_pval	Ulzm-var-peak	lincrna
9	accuracy_std	0.051564665476494395	0.05104981227520167	0.03846318586215481	0.07069083706142151	lymphoMyeloid	PFNF	mann_whitney_pval	Ulzm-var-peak	lincrna
10	f1_mean	0.6546612107012882	0.649999476409535	0.4721953491044604	0.890800707509111	lymphoMyeloid	PFNF	mann_whitney_pval	Ulzm-var-peak	lincrna
11	f1_std	0.06282073340181851	0.05834431217669825	0.03827076733651888	0.18588551081668295	lymphoMyeloid	PFNF	mann_whitney_pval	Ulzm-var-peak	lincrna
12	precision_mean	0.6367486741457895	0.6303012469862991	0.4353557195339604	0.8574784338000926	lymphoMyeloid	PFNF	mann_whitney_pval	Ulzm-var-peak	lincrna
13	precision_std	0.08078611978050088	0.079732232000052	0.05375937456479417	0.16044959498465436	lymphoMyeloid	PFNF	mann_whitney_pval	Ulzm-var-peak	lincrna
14	recall_mean	0.695972547937285	0.6959614801004179	0.5345645500663614	0.9292789695309004	lymphoMyeloid	PFNF	mann_whitney_pval	Ulzm-var-peak	lincrna
15	recall_std	0.10902607057600706	0.09575275607233734	0.043012813334075764	0.2873628554796412	lymphoMyeloid	PFNF	mann_whitney_pval	Ulzm-var-peak	lincrna
16	accuracy_mean	0.7134827777777777	0.7216666666666667	0.4656666666666668	0.924	nonLymphoMyeloid	PFNF	mann_whitney_pval	Ulzm-var-peak	lincrna
17	accuracy_std	0.04805529739694783	0.048108673262842086	0.02763803739615225	0.08287524090797899	nonLymphoMyeloid	PFNF	mann_whitney_pval	Ulzm-var-peak	lincrna
18	f1_mean	0.7257576146013376	0.738289072738378	0.4135564519401431	0.9237978912695382	nonLymphoMyeloid	PFNF	mann_whitney_pval	Ulzm-var-peak	lincrna
